key,label,alu_upper_100,alu_lower_100,alu_mean_100,has_alu_100,inv_alu_100,sine_upper_100,sine_lower_100,sine_mean_100,has_sine_100,inv_sine_100,alu_upper_250,alu_lower_250,alu_mean_250,has_alu_250,inv_alu_250,sine_upper_250,sine_lower_250,sine_mean_250,has_sine_250,inv_sine_250,alu_upper_500,alu_lower_500,alu_mean_500,has_alu_500,inv_alu_500,sine_upper_500,sine_lower_500,sine_mean_500,has_sine_500,inv_sine_500
chr19|17972902|17973836|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|59151679|59241533|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|5616142|5621407|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.164,0.0,0.082,1,0,0.384,0.0,0.192,1,0
chr19|5587878|5600271|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|18724681|18727912|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|3988781|4104212|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|3988781|4104728|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|4104111|4104728|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr6|112510332|112575493|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.188,0.0,0.094,1,0
chr12|112846223|112848209|-,LS,0.0,0.21,0.105,1,0,0.0,0.99,0.495,1,0,0.0,0.46,0.23,1,0,0.0,0.988,0.494,1,0,0.2,0.666,0.433,1,1,0.392,0.93,0.661,1,1
chr15|91432535|91436055|+,LS,0.0,0.0,0.0,0,0,0.55,0.0,0.275,1,0,0.124,0.0,0.062,1,0,0.82,0.0,0.41,1,0,0.562,0.0,0.281,1,0,0.91,0.0,0.455,1,0
chr7|101848393|101882864|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.4,0.2,1,0,0.0,0.4,0.2,1,0,0.0,0.624,0.312,1,0,0.0,0.624,0.312,1,0
chr7|101801839|101877520|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.206,0.103,1,0,0.0,0.206,0.103,1,0
chr7|101740643|101877520|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.206,0.103,1,0,0.05,0.206,0.128,1,1
chr7|101713618|101842147|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr22|29621121|29629457|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.404,0.0,0.202,1,0
chr7|75630207|75658021|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.444,0.222,1,0,0.0,0.444,0.222,1,0,0.0,0.614,0.307,1,0,0.0,0.614,0.307,1,0
chr7|75630207|75659845|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.188,0.094,1,0,0.0,0.188,0.094,1,0,0.0,0.594,0.297,1,0,0.0,0.594,0.297,1,0
chr11|47356592|47371473|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.284,0.184,0.234,1,1,0.284,0.184,0.234,1,1,0.594,0.592,0.593,1,1,0.594,0.592,0.593,1,1
chr11|47353622|47372166|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr9|132838690|132887243|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.496,0.248,1,0,0.0,0.496,0.248,1,0,0.336,0.58,0.458,1,1,0.336,0.708,0.522,1,1
chr11|47199916|47201137|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|47199916|47204315|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|47201736|47202241|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.384,0.192,1,0,0.0,0.42,0.21,1,0,0.0,0.692,0.346,1,0
chr11|47200709|47201137|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr17|79871649|79875843|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|29559858|29562682|-,LS,0.18,0.0,0.09,1,0,0.18,0.0,0.09,1,0,0.672,0.0,0.336,1,0,0.672,0.0,0.336,1,0,0.636,0.0,0.318,1,0,0.636,0.0,0.318,1,0
chr16|29562509|29565809|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|29557486|29560083|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chrX|24191723|24227157|+,LS,0.15,0.0,0.075,1,0,0.15,0.0,0.075,1,0,0.06,0.0,0.03,1,0,0.06,0.0,0.03,1,0,0.03,0.0,0.015,1,0,0.03,0.0,0.015,1,0
chr17|47484120|47486520|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.252,0.126,1,0,0.0,0.252,0.126,1,0
chr8|69699677|69728180|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69688633|69728180|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69552610|69688684|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69633595|69699771|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69633595|69728180|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69552610|69621314|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|69633595|69688684|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|33692463|33696742|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.292,0.146,1,0,0.0,0.292,0.146,1,0,0.0,0.594,0.297,1,0,0.0,0.594,0.297,1,0
chr18|33702014|33703627|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|33694059|33703627|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|33692463|33702233|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|33694059|33704663|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|33694059|33702233|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr9|26910335|26926558|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.172,0.0,0.086,1,0,0.172,0.0,0.086,1,0
chr22|20781684|20783940|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.088,0.0,0.044,1,0,0.088,0.0,0.044,1,0
chr3|59871945|59908140|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.044,0.022,1,0
chr3|30691761|30713929|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|30996780|30997852|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|65047008|65048618|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.292,0.146,1,0,0.0,0.0,0.0,0,0,0.0,0.33,0.165,1,0
chr11|65047008|65057343|+,LS,0.0,0.06,0.03,1,0,0.0,0.06,0.03,1,0,0.0,0.624,0.312,1,0,0.0,0.624,0.312,1,0,0.0,0.812,0.406,1,0,0.0,0.812,0.406,1,0
chr11|65055186|65056559|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|819639|837595|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|55340765|55349446|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.492,0.0,0.246,1,0,0.0,0.0,0.0,0,0,0.55,0.356,0.453,1,1
chr7|99216147|99221803|+,LS,0.0,0.0,0.0,0,0,0.41,0.0,0.205,1,0,0.0,0.0,0.0,0,0,0.56,0.0,0.28,1,0,0.0,0.0,0.0,0,0,0.28,0.0,0.14,1,0
chr10|51952412|51970894|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr10|51992943|52008406|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.552,0.0,0.276,1,0,0.0,0.0,0.0,0,0,0.396,0.18,0.288,1,1
chr10|51972731|51974628|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|23400600|23423849|+,LS,0.22,0.0,0.11,1,0,0.22,0.0,0.11,1,0,0.088,0.0,0.044,1,0,0.088,0.0,0.044,1,0,0.226,0.0,0.113,1,0,0.226,0.0,0.113,1,0
chr9|131231461|131254815|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.478,0.0,0.239,1,0,0.478,0.0,0.239,1,0
chr19|35897486|35902184|+,LS,0.0,1.0,0.5,1,0,0.0,1.0,0.5,1,0,0.512,0.628,0.57,1,1,0.512,0.628,0.57,1,1,0.582,0.314,0.448,1,1,0.582,0.314,0.448,1,1
chr20|56918773|56928400|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|56928487|56929321|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|4325392|4334041|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.028,0.0,0.014,1,0,0.028,0.0,0.014,1,0,0.514,0.0,0.257,1,0,0.514,0.0,0.257,1,0
chr19|4326938|4327382|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|88890335|88913371|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|158958551|158962728|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|2929462|2943433|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|2929462|2930940|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|12801968|12817364|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.532,0.0,0.266,1,0,0.532,0.224,0.378,1,1,0.622,0.012,0.317,1,1,0.622,0.446,0.534,1,1
chr18|12794382|12819281|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|136670055|136682068|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|136681956|136719068|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.224,0.0,0.112,1,0,0.224,0.0,0.112,1,0
chr2|136668951|136691560|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.3,0.15,1,0,0.0,0.292,0.146,1,0,0.0,0.528,0.264,1,0
chr2|136670055|136673942|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|73598075|73598502|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.344,0.412,0.378,1,1,0.344,0.412,0.378,1,1
chr11|73589823|73598144|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.334,0.0,0.167,1,0
chr12|57036456|57037742|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.422,0.264,0.343,1,1,0.422,0.264,0.343,1,1
chr12|57036456|57038739|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.422,0.0,0.211,1,0,0.422,0.0,0.211,1,0
chr12|57033763|57036615|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.26,0.0,0.13,1,0,0.26,0.0,0.13,1,0,0.604,0.0,0.302,1,0,0.604,0.0,0.302,1,0
chr12|57032889|57037742|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.232,0.0,0.116,1,0,0.232,0.0,0.116,1,0,0.6,0.264,0.432,1,1,0.6,0.264,0.432,1,1
chr12|57033763|57037742|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.26,0.0,0.13,1,0,0.26,0.0,0.13,1,0,0.604,0.264,0.434,1,1,0.604,0.264,0.434,1,1
chr12|57033763|57039137|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.26,0.0,0.13,1,0,0.26,0.0,0.13,1,0,0.604,0.0,0.302,1,0,0.604,0.0,0.302,1,0
chr12|57036456|57039137|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.422,0.0,0.211,1,0,0.422,0.0,0.211,1,0
chr17|4846145|4846814|+,LS,0.0,0.06,0.03,1,0,0.0,0.06,0.03,1,0,0.0,0.604,0.302,1,0,0.0,0.604,0.302,1,0,0.0,0.796,0.398,1,0,0.0,0.796,0.398,1,0
chr17|4844371|4846236|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr17|4845871|4846814|+,LS,0.0,0.06,0.03,1,0,0.0,0.06,0.03,1,0,0.0,0.604,0.302,1,0,0.0,0.604,0.302,1,0,0.0,0.796,0.398,1,0,0.0,0.796,0.398,1,0
chr17|4845635|4846236|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.202,0.0,0.101,1,0,0.202,0.0,0.101,1,0
chr17|4845871|4847933|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr14|89647044|89878834|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.154,0.077,1,0,0.188,0.154,0.171,1,1
chr14|53331464|53347856|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr14|53339516|53347856|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.012,0.0,0.006,1,0,0.012,0.0,0.006,1,0,0.506,0.0,0.253,1,0,0.506,0.0,0.253,1,0
chr5|117846582|117858541|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|117804775|117810122|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr15|63335904|63354844|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr8|59472842|59483524|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|30119533|30124385|-,LS,0.0,0.0,0.0,0,0,0.62,0.0,0.31,1,0,0.084,0.0,0.042,1,0,0.548,0.0,0.274,1,0,0.542,0.0,0.271,1,0,0.774,0.0,0.387,1,0
chr16|90128328|90141431|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr7|65432717|65444898|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.46,0.0,0.23,1,0,0.46,0.0,0.23,1,0
chr7|65439512|65440058|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.188,0.094,1,0,0.0,0.188,0.094,1,0,0.202,0.594,0.398,1,1,0.202,0.594,0.398,1,1
chr7|65439281|65444898|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.328,0.0,0.164,1,0,0.328,0.0,0.164,1,0,0.616,0.0,0.308,1,0,0.616,0.0,0.308,1,0
chr1|40431528|40434417|+,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.382,0.191,1,0
chr11|75167801|75201365|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.496,0.0,0.248,1,0,0.0,0.0,0.0,0,0,0.374,0.0,0.187,1,0
chr11|75167801|75188840|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.496,0.0,0.248,1,0,0.0,0.286,0.143,1,0,0.374,0.286,0.33,1,1
chr11|75168737|75188840|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.286,0.143,1,0,0.0,0.286,0.143,1,0
chr11|75168737|75201365|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|50118872|50134220|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.092,0.0,0.046,1,0,0.092,0.0,0.046,1,0,0.546,0.0,0.273,1,0,0.546,0.0,0.273,1,0
chr22|22892147|22893511|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr22|22893188|22900000|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|55749986|55758975|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|55748255|55777679|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.29,0.145,1,0
chr12|80190974|80226271|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|61666785|61674156|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.424,0.212,1,0,0.0,0.0,0.0,0,0,0.0,0.38,0.19,1,0
chr11|61672017|61675132|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|123599833|123610900|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|36853013|36858873|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.14,0.07,1,0,0.0,0.14,0.07,1,0,0.178,0.546,0.362,1,1,0.178,0.546,0.362,1,1
chr17|7836245|7838463|+,LS,0.0,0.24,0.12,1,0,0.0,0.24,0.12,1,0,0.0,0.696,0.348,1,0,0.0,0.696,0.348,1,0,0.0,0.61,0.305,1,0,0.0,0.61,0.305,1,0
chr11|62327753|62339154|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|62327540|62335000|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.352,0.176,1,0,0.0,0.352,0.176,1,0,0.0,0.672,0.336,1,0,0.0,0.672,0.336,1,0
chr11|62327540|62340214|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|62338436|62339154|-,LS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.548,0.0,0.274,1,0,0.548,0.0,0.274,1,0,0.584,0.0,0.292,1,0,0.584,0.0,0.292,1,0
